komentar,kantor,letak,rating,sentimen,komentar_clean
"bank ini berpusat di tengah kota. dulu bank ini namanya bank bi, sekarang di ganti menjadi bank maybank yang berpusat di jl. kapten a rivai. mau ke tempat ini bisa dilalui dari jl. sudirman menuju ke jl. kapten a rifai, dari jl. angkatan belok kiri dan lurus menuju bank maybank. atau dari simpang radial. pelayananya bagus dan kita dimudahkan dan prokes tetap diterapkan di sana. semoga begitu dengan anda.",Maybank KC & KCS Palembang,Kota Palembang,5,positif,"bank berpusat kota. bank namanya bank bi, ganti bank maybank berpusat jl. kapten rivai. jl. sudirman jl. kapten rifai, jl. angkatan belok kiri lurus bank maybank. simpang radial. pelayananya bagus dimudahkan prokes diterapkan sana. semoga anda."
info,Maybank KCP POLYGON,Kota Palembang,4,positif,info
"mantap,ramah",Maybank KCP POLYGON,Kota Palembang,5,positif,"mantap,ramah"
pelayananya ramah,Maybank KCP POLYGON,Kota Palembang,5,positif,pelayananya ramah
wa bos,Maybank KCP POLYGON,Kota Palembang,5,positif,wa bos
"ok.sip, bank swasta potongan/bln termurah. bisa jadi bank swasta terbaik. amin. enak na bank internasional juga.",Maybank KCP Sukamto Palembang,Kota Palembang,5,positif,"ok.sip, bank swasta potongan/bln termurah. bank swasta terbaik. amin. enak na bank internasional juga."
lokasi stategis. pelayanan bagus.,Maybank KC Sampit,Kabupaten Kotawaringin Timur,5,positif,lokasi stategis. pelayanan bagus.
akses mudah dijangkau,Maybank KCP AHMAD YANI PONTIANAK,Kota Pontianak,5,positif,akses mudah dijangkau
pelayanan stafnya baik customer service maupun telernya best banget. semuanya ramah sukses dan sehat selalu,Maybank KCP Ketapang,Kabupaten Ketapang,5,positif,pelayanan stafnya customer service telernya best banget. ramah sukses sehat
di maybank bisa tukar uang kh,Maybank KC Jayapura,Kota Jayapura,5,positif,maybank tukar uang kh
"maybank kc jayapura yang berlokasi dijalan percetakan, tempatnya bersih, nyaman dan pelayananya juga memuaskan, cs, teler dan stafnya juga sangat ramah. selain itu ada fasilitas reaestromt juga serta antrian yang tidak begitu lama.",Maybank KC Jayapura,Kota Jayapura,5,positif,"maybank kc jayapura berlokasi dijalan percetakan, tempatnya bersih, nyaman pelayananya memuaskan, cs, teler stafnya ramah. fasilitas reaestromt antrian lama."
gimana ya cara lapor secara online penipuan melalui maybank,Maybank Banyuwangi,Kabupaten Banyuwangi,4,positif,gimana ya lapor online penipuan maybank
"pelayananya bagus, satpamnya ramah, customer service dan telernya membantu.",Maybank,Kabupaten Bekasi,5,positif,"pelayananya bagus, satpamnya ramah, customer service telernya membantu."
bank maybank cikarang. lokasi ke arah stasiun dari sentra grosir cikarang,Maybank,Kabupaten Bekasi,5,positif,bank maybank cikarang. lokasi arah stasiun sentra grosir cikarang
mantap pwol pelayananya cepat tepat,Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,5,positif,mantap pwol pelayananya cepat
"alhamdulilah , maybank cabang karawang pelayananya cepat , baik dan ramah , terima kasih maybank",Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,5,positif,"alhamdulilah , maybank cabang karawang pelayananya cepat , ramah , terima kasih maybank"
terima kasih pelayanan sangat memuaskan dan sangat membantu,Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,5,positif,terima kasih pelayanan memuaskan membantu
pelananyanya bagus,Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,5,positif,pelananyanya bagus
"pelayananya luar biasa, ramah dan cepat. terima kasih sukses selalu",Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,5,positif,"pelayananya biasa, ramah cepat. terima kasih sukses"
"maybank paling dipercaya., ok banget",Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,5,positif,"maybank dipercaya., ok banget"
sangat ramah pelayananya dan cepat prosesnya .,Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,5,positif,ramah pelayananya cepat prosesnya .
"baik, prosesnya cepat",Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,5,positif,"baik, prosesnya cepat"
luar bisa cepet banget ganti kartu atm lewat mu. csnya ramah dalam melayani nasabah. terima kasih maybank kc karawang,Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,5,positif,cepet banget ganti kartu atm mu. csnya ramah melayani nasabah. terima kasih maybank kc karawang
mantap pelayananya,Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,5,positif,mantap pelayananya
pelayananya ramah,Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,5,positif,pelayananya ramah
wih makin cepet ngurus ganti kartu atm,Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,5,positif,wih cepet ngurus ganti kartu atm
pelayanan ramah dan baik,Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,5,positif,pelayanan ramah
"prosesnya cepet, dan pelayananya sangat bagus . sat set pokonya.",Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,5,positif,"prosesnya cepet, pelayananya bagus . sat set pokonya."
"baik sudah melayani dengan sepenuh hati, sangat mudah sat pengurusan kartu atm, m baking",Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,5,positif,"melayani sepenuh hati, mudah sat pengurusan kartu atm, baking"
cukup memuaskan,Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,5,positif,memuaskan
pergantian kartu atm cepat,Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,5,positif,pergantian kartu atm cepat
pergantian kartu atm sangat cepat,Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,5,positif,pergantian kartu atm cepat
palayananya cepat,Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,5,positif,palayananya cepat
alhamdulilah terima kasih banyak maybank sudah memberikan pelayanan terbaik sukses selalu,Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,5,positif,alhamdulilah terima kasih maybank pelayanan terbaik sukses
baik banget,Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,5,positif,banget
luar biasa.cepet banget ganti atmnya.serba digital.mantap,Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,5,positif,biasa.cepet banget ganti atmnya.serba digital.mantap
apa di sini ada yang punya no orang bank my bank wanya saya lg butuh,Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,4,positif,orang bank bank wanya lg butuh
pelayanan terbaik dari customer service bu popon. permasalahan dari membuat atm baru di bantu sampai tuntas dengan problem e-ktp tidak terbaca di rfid. dan setiap bulanya saya perhatikan banyak improvement dari segi pelayananya.,Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,5,positif,pelayanan terbaik customer service bu popon. permasalahan atm bantu tuntas problem e-ktp terbaca rfid. bulanya perhatikan improvement segi pelayananya.
disini bisa nukar uang yang sobek kah atau di mana,Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,5,positif,nukar uang sobek kah
bagus,Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,5,positif,bagus
tidak memuaskan sebab di sana proses menungunya lama dan juga kita harus menungu lama untuk bisa masuk kantor maybank tersebut dan juga menungu dengan kondisi yang panas dan ada pula yang duduk di depan kantor bagai pengemis,Bank Maybank Indonesia Kantor Cabang Karawang,Kota Karawang,5,positif,memuaskan proses menungunya menungu masuk kantor maybank menungu kondisi panas duduk kantor pengemis
tempatnya sepi jadi tidak lama kalau ada urusan,Maybank,Kabupaten Bekasi,5,positif,tempatnya sepi urusan
habis jum'atan pelayananya buka gak?,Maybank ATM,Kabupaten Bekasi,4,positif,habis jum'atan pelayananya buka gak?
tempatnya adem pelayananya bagus,Maybank Sentra KIIC,Kota Karawang,5,positif,tempatnya adem pelayananya bagus
pelayanan sangat baik,Maybank Sentra KIIC,Kota Karawang,5,positif,pelayanan
"pelayananya ramah, satpamnya juga ramah banget",Maybank Sentra KIIC,Kota Karawang,5,positif,"pelayananya ramah, satpamnya ramah banget"
staf dan satpamnya sangat ramah,Maybank Sentra KIIC,Kota Karawang,5,positif,staf satpamnya ramah
pelayananya sangat membantu dan ramah,Maybank Sentra KIIC,Kota Karawang,5,positif,pelayananya membantu ramah
"bagus, ramah ramah",Maybank Sentra KIIC,Kota Karawang,5,positif,"bagus, ramah ramah"
sangat memuaskan mantap jiwa,Maybank Sentra KIIC,Kota Karawang,5,positif,memuaskan mantap jiwa
pelayananya bagus sekali,Maybank Sentra KIIC,Kota Karawang,5,positif,pelayananya bagus
sangat baik,Maybank Sentra KIIC,Kota Karawang,5,positif,
pelayanan ramah banget,Maybank Sentra KIIC,Kota Karawang,5,positif,pelayanan ramah banget
"pelayananya baik, customer service dan teler ramah",Maybank Sentra KIIC,Kota Karawang,5,positif,"pelayananya baik, customer service teler ramah"
"pelayananya ramah tamah, garcep.",Maybank Sentra KIIC,Kota Karawang,5,positif,"pelayananya ramah tamah, garcep."
alhamdulilah pelayananya baik ramah,Maybank Sentra KIIC,Kota Karawang,5,positif,alhamdulilah pelayananya ramah
ramah dan bersahabat,Maybank Sentra KIIC,Kota Karawang,5,positif,ramah bersahabat
"pelayananya nyaman, sangat ramah dan sangat baik. serta untuk tempatnya sangat amat nyaman",Maybank Sentra KIIC,Kota Karawang,5,positif,"pelayananya nyaman, ramah baik. tempatnya nyaman"
pelayanan sangat baik dan cepat. karyawanya ramah dan cantik. security sangat membantu para nasabah.,Maybank Sentra KIIC,Kota Karawang,5,positif,pelayanan cepat. karyawanya ramah cantik. security membantu nasabah.
pelayanan ramah,Maybank Sentra KIIC,Kota Karawang,5,positif,pelayanan ramah
pelayanan baik dan cepat pembuatan rekening online dibantu bapak security cepat dan tidak ngantri.,KCP DELTAMAS,Kabupaten Bekasi,5,positif,pelayanan cepat pembuatan rekening online dibantu security cepat ngantri.
pelayananya ramah,KCP DELTAMAS,Kabupaten Bekasi,5,positif,pelayananya ramah
baik petugasnya,KCP DELTAMAS,Kabupaten Bekasi,5,positif,petugasnya
"pelayananya ramah,enak transaksi di cabang deltamas",KCP DELTAMAS,Kabupaten Bekasi,5,positif,"pelayananya ramah,enak transaksi cabang deltamas"
sangat baik dan mudah dipahami bisa dibantu dan tidak perlu ke customer service,Maybank Sentra KIIC,Kota Karawang,5,positif,mudah dipahami dibantu customer service
pelayananya sangat memuaskan,Maybank Sentra KIIC,Kota Karawang,5,positif,pelayananya memuaskan
pelayanan bagus satpamnya ramah ramah,Maybank Sentra KIIC,Kota Karawang,5,positif,pelayanan bagus satpamnya ramah ramah
"pelayananya baik , satpamnya juga ramah .",Maybank Sentra KIIC,Kota Karawang,5,positif,"pelayananya , satpamnya ramah ."
"thankyou maybank kic selalu membantu setiap transaksi yang saya butuhkan,stafnya ramah dan sigap serta selalu memberikan edukasi kepada nasabahnya.suksea selalu maybank kic",Maybank Sentra KIIC,Kota Karawang,5,positif,"thankyou maybank kic membantu transaksi butuhkan,stafnya ramah sigap edukasi nasabahnya.suksea maybank kic"
menurut saya pelayananya ramah kerjanya cepet saranya pertahankan terus pelayananya yang ramah,Maybank Sentra KIIC,Kota Karawang,5,positif,pelayananya ramah kerjanya cepet saranya pertahankan pelayananya ramah
pada sat datang di sambut security yang ramah. dan di arah kan ke teler yang super duper sangat baik. dan csnya murah senyum,Maybank Sentra KIIC,Kota Karawang,5,positif,sat sambut security ramah. arah teler super duper baik. csnya murah senyum
"pelayananya ramah, karyawanya semuanya ramah, proses transaksi juga cepat. sudah ±thn transaksi di maybank - sentra kic, sampai berganti teler, mbanya juga baik. murah senyum. bpk satpamnya pun baik ramah, murah senyum dan slalu menyapa, tetap berikan pelayanan terbaik kpd sluruh customer, semangat!",Maybank Sentra KIIC,Kota Karawang,5,positif,"pelayananya ramah, karyawanya ramah, proses transaksi cepat. ±thn transaksi maybank - sentra kic, berganti teler, mbanya baik. murah senyum. bpk satpamnya ramah, murah senyum slalu menyapa, pelayanan terbaik kpd sluruh customer, semangat!"
"pelayananya bagus ramah, antrian banyak ya memang aga nungu. tapi so far untuk staf dan penyelesaian masalahnya ok sih.",Maybank Sentra KIIC,Kota Karawang,5,positif,"pelayananya bagus ramah, antrian ya aga nungu. far staf penyelesaian ok sih."
pelayanan yang sangat baik,Maybank Sentra KIIC,Kota Karawang,5,positif,pelayanan
"pelayananya ramah,cantik juga stafnya,cepat dalam pelayan nya juga sebagai nasabah lama sudah klop banget sama maybank,sudah kaya rumah sendiri tingkat kan terus pelayanan nya dan bikin kami para customer nyaman",Maybank Sentra KIIC,Kota Karawang,5,positif,"pelayananya ramah,cantik stafnya,cepat pelayan nya nasabah klop banget maybank,sudah kaya rumah tingkat pelayanan nya bikin customer nyaman"
pelayanan cepat dan ramah,Maybank Sentra KIIC,Kota Karawang,5,positif,pelayanan cepat ramah
customer servicenya baik securitynya ramah dan murah senyum,Maybank Sentra KIIC,Kota Karawang,5,positif,customer servicenya securitynya ramah murah senyum
security dan semua pegawainya sangat ramah,Maybank Sentra KIIC,Kota Karawang,5,positif,security pegawainya ramah
jam kerja maybank hari senin-jumat kecuali tangal merah,Maybank Sentra KIIC,Kota Karawang,5,positif,jam kerja maybank senin-jumat kecuali tangal merah
mantap,Maybank Sentra KIIC,Kota Karawang,5,positif,mantap
"satpam botaknya ngeselin,udah cape nunguin di luar kepanasan waktu gua nanya tangepan ny kurang ramah",Maybank Sentra KIIC,Kota Karawang,5,positif,"satpam botaknya ngeselin,udah cape nunguin kepanasan gua nanya tangepan ny ramah"
"satpamnya ramah, pelayanan customer service baik",Maybank Sentra KIIC,Kota Karawang,5,positif,"satpamnya ramah, pelayanan customer service"
"pelayananya memuaskan,ramah,cepat,sopan",Maybank Sentra KIIC,Kota Karawang,5,positif,"pelayananya memuaskan,ramah,cepat,sopan"
mantap,Maybank Sentra KIIC,Kota Karawang,5,positif,mantap
pelayanan pembuatan rekening baru sangat lama,Maybank Sentra KIIC,Kota Karawang,4,positif,pelayanan pembuatan rekening
nyaman,Maybank Sentra KIIC,Kota Karawang,5,positif,nyaman
pelayananya ramah,Maybank KCP Surya Cipta Karawang,Kota Karawang,5,positif,pelayananya ramah
sangat bersahabat,Maybank KCP Surya Cipta Karawang,Kota Karawang,5,positif,bersahabat
"cs, teler, security semuanya sangat membantu. sigap, penjelasan mudah dimengerti.",Maybank KCP Surya Cipta Karawang,Kota Karawang,5,positif,"cs, teler, security membantu. sigap, penjelasan mudah dimengerti."
"pelayananya ramah & tamah, dan bisa pesen uang recehan bagi yang butuh untuk pety cash.",Maybank KCP Surya Cipta Karawang,Kota Karawang,5,positif,"pelayananya ramah & tamah, pesen uang recehan butuh pety cash."
pelayanany sangat puas sekali teler putri,Maybank KCP Tuparev,Kota Karawang,5,positif,pelayanany puas teler putri
"terima kasih,telah membantu terkait kendala yang dialami oleh saya sebagai nasabah dan memberikan solusi atas masalah tsb,untuk pelayanan sangat ramah.dan memuaskan,terima kasih banyak",Maybank KCP Tuparev,Kota Karawang,5,positif,"terima kasih,telah membantu terkait kendala dialami nasabah solusi tsb,untuk pelayanan ramah.dan memuaskan,terima kasih"
ramah² banget petugasnya,Maybank KCP Tuparev,Kota Karawang,5,positif,ramah² banget petugasnya
csnya ramah. apalagi yang namanya bu syifa . sudah cantik enak d ajak ngobrolnya. terima kasih telah membantu,Maybank KCP Tuparev,Kota Karawang,5,positif,csnya ramah. namanya bu syifa . cantik enak ajak ngobrolnya. terima kasih membantu
pelayananya sangat ramah.,Maybank,Kabupaten Tasikmalaya,5,positif,pelayananya ramah.
"pelayanan prima, nyaman & aman bertransaksi di maybank",Maybank,Kabupaten Tasikmalaya,5,positif,"pelayanan prima, nyaman & aman bertransaksi maybank"
kalau pengajuan sertifikat shm saya hubungi kesiapa ? boleh minta nomor marketingnya mau tanya tanya dulu,Maybank,Kabupaten Tasikmalaya,4,positif,pengajuan sertifikat shm hubungi kesiapa ? nomor marketingnya
bisakah saya ajuin pinjaman dengan agunan sertifikat shm non bi checking?,Maybank,Kabupaten Tasikmalaya,5,positif,ajuin pinjaman agunan sertifikat shm non bi checking?
adakah pinjaman online di maybank seperti yang di promosikan di facebok,Maybank,Kabupaten Tasikmalaya,5,positif,adakah pinjaman online maybank promosikan facebok
"pelayanan,ramah,sabar.",Bank Maybank Indonesia,Kota Surakarta,4,positif,"pelayanan,ramah,sabar."
"siang nyebrang atau makan di depan bank.cukup kenyang.thanks for the leson, mr.dino,mrs.inawati n mr.hananto",Bank Maybank Indonesia,Kota Surakarta,5,positif,"siang nyebrang makan bank.cukup kenyang.thanks leson, mr.dino,mrs.inawati n mr.hananto"
no queuing yet stil waiting,Maybank KC & KCS Balikpapan,Kota Balikpapan,5,positif,queuing yet stil waiting
baik sekali tempatnya dan enak makanan,Maybank Balikpapan Baru,Kota Balikpapan,5,positif,tempatnya enak makanan
lokasi stategis. pelayanan bagus.,Maybank KC Sampit,Kabupaten Kotawaringin Timur,5,positif,lokasi stategis. pelayanan bagus.
pelayanan terlalu lama mau cairkan cek juga lama sekali,Maybank KC Kupang,Kota Kupang,5,positif,pelayanan cairkan cek
"atm: deposit and withdrawal, withdrawal",Maybank KC Pontianak,Kota Pontianak,5,positif,"atm: deposit withdrawal, withdrawal"
bca yang terbaik.,Maybank KC Pontianak,Kota Pontianak,5,positif,bca terbaik.
akses mudah dijangkau,Maybank KCP AHMAD YANI PONTIANAK,Kota Pekanbaru,4,positif,akses mudah dijangkau
ada yang tau nomor cmo maybank pekanbaru?,Maybank KCP Nangka,Kota Pekanbaru,5,positif,tau nomor cmo maybank pekanbaru?
maybank kcp nangka.mantap bana,Maybank KCP Nangka,Kota Pekanbaru,5,positif,maybank kcp nangka.mantap bana
oke,Maybank KCP Nangka,Kota Pekanbaru,5,positif,oke
sped kerja menurun dibanding maybank yang dulu apakah kurang manpower apa gimana. lama banget antrian saya,Maybank KCP Nangka,Kota Pekanbaru,5,positif,sped kerja menurun dibanding maybank manpower gimana. banget antrian
bagus,Maybank KCP Nangka,Kota Pekanbaru,5,positif,bagus
ditlfn maybank jl.riau tidak pernah respon,Maybank KCP Riau,Kota Pekanbaru,5,positif,ditlfn maybank jl.riau respon
apakh maybank msh buka di tpt lama,Bank Maybank,Kota Prabumulih,5,positif,apakh maybank msh buka tpt
nabung di bi my bank banyak untungnya.?,BII Maybank,Kota Palembang,5,positif,nabung bi bank untungnya.?
mantap customer service sudah mulai jam pas. jos.,Maybank,Kota Surabaya,5,positif,mantap customer service jam pas. jos.
pegawainya ramah apa lagi csny,Maybank,Kota Samarinda,5,positif,pegawainya ramah csny
"terima kasih untuk bantuanya atas keteledoran saya, sudah membantu saya kembalikan saldo saya, terima kasih mas rafi mba nia dan ibu desy sudah baik dalam melayani",Maybank,Kota Jakarta Timur,5,positif,"terima kasih bantuanya keteledoran saya, membantu kembalikan saldo saya, terima kasih mas rafi mba nia desy melayani"
bismilahirahmanirahim,Bank NTB Syariah PT,Kabupaten Kapuas,5,positif,bismilahirahmanirahim
"ngaktifin kembali atm payrol, dan problem di mu karna lupa id yang dulu sama alamat emailnya ganti, nyampe hari bolak balik ngebenerin(karna dtg slalu mepet pas jam pulang kerja/tutup) pelayanan na ramah² makasih semua untuk yang sudah melayani aku dengan ramah dan teliti",Maybank,Kota Bandung,5,positif,"ngaktifin atm payrol, problem mu karna lupa id alamat emailnya ganti, nyampe bolak ngebenerin(karna dtg slalu mepet pas jam pulang kerja/tutup) pelayanan na ramah² makasih melayani ramah teliti"
"fonctione très bien, et la tirete existe vraiment. par contre, c’est le premier distributeur maybank qui prend des frais, pas énorme.",Maybank,Kabupaten Badung,5,positif,"fonctione très bien, et la tirete existe vraiment. par contre, c’est le premier distributeur maybank qui prend des frais, pas énorme."
"customer service sangat ramah dalam menyelesaikan masalah pada rekening saya. tempat nyaman, parkir luas, pelayanan bagus",Maybank,Kabupaten Jember,5,positif,"customer service ramah menyelesaikan rekening saya. nyaman, parkir luas, pelayanan bagus"
"jadi nasabah dari juli . ikut nabung berhadiah tuperware, lanjut buat kartu kredit, buka tabungan untuk adik dan ipar juga. dan baru aja ikut tabungan berjangka berhadiah corkcicle canten. pelayanan terbaik menurut pengalaman saya kalau ke bank, bukan hanya satpamnya yang ramah, tapi staf dan pimpinanya pun super ramah. staf siap siaga, selalu fast response kalau ditanya via whatsap. love love maybank kcp singaraja",Maybank KCP Singaraja,Kota Singaraja,5,positif,"nasabah juli . nabung berhadiah tuperware, kartu kredit, buka tabungan adik ipar juga. aja tabungan berjangka berhadiah corkcicle canten. pelayanan terbaik pengalaman bank, satpamnya ramah, staf pimpinanya super ramah. staf siaga, fast response via whatsap. love love maybank kcp singaraja"
bank maybank cabang gorontalo,Maybank KC Gorontalo,Kota Gorontalo,5,positif,bank maybank cabang gorontalo
banknya cukup oke pelayananya bagus dan sopan dalamnya juga bersih,Maybank Money Express (MME),Kota Malang,5,positif,banknya oke pelayananya bagus sopan dalamnya bersih
"pelayananya cepat, mudah dan ramah. tapi agak kecewa sat ditawari tabungan syariah yang katanya bebas admin dan potongan sat transfer antar bank dan tarik tunai di semua atm,ternyata tetap kena biaya admin rp ./transaksi",Maybank KCP Soekarno Hatta Malang,Kota Malang,4,positif,"pelayananya cepat, mudah ramah. kecewa sat ditawari tabungan syariah bebas admin potongan sat transfer bank tarik tunai atm,ternyata kena biaya admin rp ./transaksi"
"- tempatnya enak vintage sih tapi bagus - pelayananya ramah , - pelayanan senin - jum'at . - . - bank swasta yabg terpercaya - terbaek",Maybank,Kota Malang,4,positif,"- tempatnya enak vintage sih bagus - pelayananya ramah , - pelayanan senin - jum'at . - . - bank swasta yabg terpercaya - terbaek"
"einfach zum geld abheben, bei uns ohne gebühren. man kan höchstens .idr abheben, was aber schon sehr viel ist.",Maybank ATM,Kabupaten Lombok Tengah,4,positif,"einfach zum geld abheben, bei uns ohne gebühren. man höchstens .idr abheben, aber schon sehr viel ist."
lumayan,Maybank Indonesia,Kota Bontang,5,positif,lumayan
"tempatnya nyaman, pelayananya ramah",BII Maybank,Kota Samarinda,5,positif,"tempatnya nyaman, pelayananya ramah"
tempat kerjaku dulu -,Bank Maybank - KCP Mall Galaxy,Kota Surabaya,5,positif,kerjaku -
"lokasinya di pingir jalan sebelah kiri dari serpong,bila masuk kelokasi harus ambil karcis parkir utk semua jenis kendaran,klo roda dua untuk mampir ja ke atm bayar parkir ,- masuk atm bila pake helm wajib lepas biar terlihat muka kita oleh ctv tapi maskernya tetap di pakai karena masih pandemi.uang atm pecahan rb.",Maybank bsd,Kota Tangerang Selatan,5,positif,"lokasinya pingir jalan sebelah kiri serpong,bila masuk kelokasi ambil karcis parkir utk jenis kendaran,klo roda mampir ja atm bayar parkir ,- masuk atm pake helm wajib lepas biar muka ctv maskernya pakai pandemi.uang atm pecahan rb."
cuman titik lokasinya aja yang berbeda,Maybank KCP Pangkalan Bun,Kabupaten Kotawaringin Barat,5,positif,cuman titik lokasinya aja berbeda
kalau hari sabtu buka apa tidak ya,Maybank Singkawang,Kota Singkawang,5,positif,sabtu buka ya
"good job, dibantu dengan customer service mas dhio. pelayanan ramah, cepat, no antri, tempat bersih plus wangi. nice experience",Maybank Cabang Surabaya Pemuda,Kota Surabaya,5,positif,"good job, dibantu customer service mas dhio. pelayanan ramah, cepat, antri, bersih plus wangi. nice experience"
pelayananya mantap,Maybank Kantor Cabang Ternate,Kota Ternate,5,positif,pelayananya mantap
pelayanan ramah. tempatnya bersih,Maybank,Kota Medan,5,positif,pelayanan ramah. tempatnya bersih
good pelayaman memuaskan dan ramah buat security pak rudi sangat membantu trims bsi antasari,Maybank KCP Antasari,Kota Bandar Lampung,5,positif,good pelayaman memuaskan ramah security rudi membantu trims bsi antasari
"pelayanan ramah. telernya baik, ramah, santun. the best dah.",Maybank,Kota Probolinggo,5,positif,"pelayanan ramah. telernya baik, ramah, santun. best dah."
maybank merupakan kantor pelayanan perbankan swasta yang ada jalan kartini.maybank juga termasuk bank swasta terdepan di indonesia dan juga salah satu grup penyedia jasa keuangan terbesar di asean. pelayanan secara online juga tersedia melalui mobile banking. transaksi jadi lebih mudah,Maybank,Kota Bandar Lampung,5,positif,maybank kantor pelayanan perbankan swasta jalan kartini.maybank bank swasta terdepan indonesia salah grup penyedia jasa keuangan terbesar asean. pelayanan online tersedia mobile banking. transaksi mudah
halaman parkirnya luas dan terletak di belakang. senang bertransaksi di sini,Maybank,Kota Dumai,4,positif,halaman parkirnya luas terletak belakang. senang bertransaksi
sangat memuaskan maybank,Maybank Money Express (MME),Kota Kendari,5,positif,memuaskan maybank
terutama bagus pelayananya,Maybank KCP Sintang,Kabupaten Sintang,5,positif,bagus pelayananya
maybank memang keren. ini lokasinya yang di radin intan. ruangan adem. bersih. dan wangi.pelayanan oke. pegawainya ramah dan humanis. beberapa keperluan bank dibantu hinga selesai. banyak produk-produk terkait tabungan yang ditawarkan.asuransi juga ada.petugas memberi penjelasan dengan baik dan mudah dimengerti.,Maybank KCP Raden Intan,Kota Bandar Lampung,5,positif,maybank keren. lokasinya radin intan. ruangan adem. bersih. wangi.pelayanan oke. pegawainya ramah humanis. keperluan bank dibantu hinga selesai. produk-produk terkait tabungan ditawarkan.asuransi ada.petugas penjelasan mudah dimengerti.
teler ramah cuma pelayanan nya kurang optimal . dikala penukaran uang baru lagi tingi . teler yang dibuka cuma jadi cukup memakan waktu,Maybank KC & Premier Thamrin,Kota Jakarta Pusat,5,positif,teler ramah pelayanan nya optimal . dikala penukaran uang tingi . teler dibuka memakan
"pengalaman buka rekening dibantu customer service bu lesia, setelah sebelumnya diarahkan secara online via ap mu, ternyata eror system pas step finalized. dan bu lesia dengan senang hati bantu input manual ke system seluruh data saya. proses cukup memakan waktu dan antrian waktu itu masih beberapa nasabah lagi (berhubung customer service hanya seorang aja). tapi on the spot hari itu juga rekening dan kartu atm langsung aktif. dan petugas securitynya juga turut bantu mengarahkan setingan munya. sangat puas",Maybank,Kota Jakarta Utara,5,positif,"pengalaman buka rekening dibantu customer service bu lesia, diarahkan online via ap mu, eror system pas step finalized. bu lesia senang hati bantu input manual system data saya. proses memakan antrian nasabah (berhubung customer service aja). spot rekening kartu atm langsung aktif. petugas securitynya bantu mengarahkan setingan munya. puas"
rukonya panas,Maybank,Kota Jakarta Utara,5,positif,rukonya panas
maybank kcp bukitingi,Maybank KCP Bukit Tinggi,Kota Bukittinggi,5,positif,maybank kcp bukitingi
"terima kasih maybank, produk oke, layanan oke, munya juara",Bank Maybank Indonesia Cabang Ambon,Kota Ambon,5,positif,"terima kasih maybank, produk oke, layanan oke, munya juara"
keren,Maybank KC Pangkal Pinang,Kota Pangkal Pinang,5,positif,keren
maf mau tanya.klo mau menukarkan uang asing euro bisa apa tidak ya?,Maybank Money Express (MME),Kabupaten Sidoarjo,5,positif,maf tanya.klo menukarkan uang asing euro ya?
"maybank pindahan dari depanya delta plaza. tempat kpr, kpa, kpt, disini ya. bukan di depan delta plaza lagi. menempati gedung sebelahan dengan polresta surabaya, jalan jembatan merah, yang merupakan gedung jaman dulu. cantik sekali pemandanganya unik. maf tidak banyak foto sdh terhapus. jalan jembatan merah. dari jembatan gedungnya sebelah kanan. tidak jauh. sebelom polrestabes.",Maybank KC & Premier Surabaya,Kota Surabaya,5,positif,"maybank pindahan depanya delta plaza. kpr, kpa, kpt, ya. delta plaza lagi. menempati gedung sebelahan polresta surabaya, jalan jembatan merah, gedung jaman dulu. cantik pemandanganya unik. maf foto sdh terhapus. jalan jembatan merah. jembatan gedungnya sebelah kanan. jauh. sebelom polrestabes."
ada nomer yang bisa dihubungi,Maybank KCP Tuban,Kabupaten Tuban,5,positif,nomer dihubungi
maybank pakuwon city,Maybank KCP Pakuwon City,Kota Surabaya,5,positif,maybank pakuwon city
